codigo_suministro,sed_id,alimentador_id,score_anomalia,percentil_prioridad,consumo_diario_promedio,tendencia_mensual,meses_cero_pct,prioridad
SUM_001018,SED_0501,ALIM_311,99.99,0.007,0.0,0.0,100.0,CRITICO
SUM_001696,SED_0450,ALIM_311,99.99,0.013,0.0,0.0,100.0,CRITICO
SUM_010475,SED_2789,ALIM_311,99.98,0.02,0.0,0.0,100.0,CRITICO
SUM_002465,SED_0853,ALIM_311,99.97,0.033,0.0,0.0,100.0,CRITICO
SUM_002545,SED_0853,ALIM_311,99.97,0.027,0.0,0.0,100.0,CRITICO
SUM_014439,SED_0933,ALIM_311,99.96,0.04,0.0,0.0,100.0,CRITICO
SUM_015990,SED_1041,ALIM_311,99.95,0.054,0.0,0.0,100.0,CRITICO
SUM_017318,SED_1009,ALIM_311,99.95,0.047,0.0,0.0,100.0,CRITICO
SUM_010994,SED_1041,ALIM_311,99.94,0.06,0.0,0.0,100.0,CRITICO
SUM_001532,SED_1693,ALIM_311,99.93,0.074,0.0,0.0,100.0,CRITICO
SUM_012465,SED_0515,ALIM_311,99.93,0.067,0.0,0.0,100.0,CRITICO
SUM_014449,SED_0837,ALIM_311,99.92,0.08,0.0,0.0,100.0,CRITICO
SUM_003712,SED_2181,ALIM_311,99.91,0.094,0.0,0.0,100.0,CRITICO
SUM_004819,SED_2181,ALIM_311,99.91,0.087,0.0,0.0,100.0,CRITICO
SUM_000975,SED_2181,ALIM_311,99.9,0.1,0.0,0.0,100.0,CRITICO
SUM_003433,SED_1041,ALIM_311,99.89,0.114,0.0,0.0,100.0,CRITICO
SUM_011516,SED_2181,ALIM_311,99.89,0.107,0.0,0.0,100.0,CRITICO
SUM_001391,SED_2002,ALIM_311,99.88,0.12,0.0,0.0,100.0,CRITICO
SUM_005413,SED_2789,ALIM_311,99.87,0.134,0.0,0.0,100.0,CRITICO
SUM_019064,SED_0061,ALIM_311,99.87,0.127,0.0,0.0,100.0,CRITICO
SUM_006912,SED_0670,ALIM_311,99.86,0.14,0.0,0.0,100.0,CRITICO
SUM_005831,SED_1361,ALIM_311,99.85,0.154,0.0,0.0,100.0,CRITICO
SUM_014523,SED_1822,ALIM_311,99.85,0.147,0.0,0.0,100.0,CRITICO
SUM_019402,SED_2154,ALIM_311,99.84,0.161,0.0,0.0,100.0,CRITICO
SUM_010835,SED_1777,ALIM_311,99.83,0.167,0.0,0.0,100.0,CRITICO
SUM_014007,SED_1523,ALIM_311,99.83,0.174,0.0,0.0,100.0,CRITICO
SUM_000125,SED_1528,ALIM_311,99.82,0.181,0.0,0.0,100.0,CRITICO
SUM_000950,SED_1886,ALIM_311,99.81,0.194,0.0,0.0,100.0,CRITICO
SUM_015191,SED_0229,ALIM_311,99.81,0.187,0.0,0.0,100.0,CRITICO
SUM_016083,SED_0670,ALIM_311,99.8,0.201,0.0,0.0,100.0,CRITICO
SUM_004816,SED_0670,ALIM_311,99.79,0.214,0.0,0.0,100.0,CRITICO
SUM_010036,SED_0335,ALIM_311,99.79,0.207,0.0,0.0,100.0,CRITICO
SUM_012225,SED_1206,ALIM_311,99.78,0.221,0.0,0.0,100.0,CRITICO
SUM_000802,SED_1206,ALIM_311,99.77,0.227,0.0,0.0,100.0,CRITICO
SUM_014285,SED_2558,ALIM_311,99.77,0.234,0.0,0.0,100.0,CRITICO
SUM_004317,SED_0742,ALIM_311,99.76,0.241,0.0,0.0,100.0,CRITICO
SUM_002646,SED_1041,ALIM_311,99.75,0.247,0.0,0.0,100.0,CRITICO
SUM_004882,SED_2329,ALIM_311,99.75,0.254,0.0,0.0,100.0,CRITICO
SUM_008321,SED_1600,ALIM_311,99.74,0.261,0.0,0.0,100.0,CRITICO
SUM_011694,SED_0335,ALIM_311,99.73,0.274,0.0,0.0,100.0,CRITICO
SUM_017920,SED_0670,ALIM_311,99.73,0.268,0.0,0.0,100.0,CRITICO
SUM_010084,SED_0169,ALIM_311,99.72,0.281,0.0,0.0,100.0,CRITICO
SUM_007111,SED_0090,ALIM_311,99.71,0.294,0.0,0.0,100.0,CRITICO
SUM_018435,SED_1361,ALIM_311,99.71,0.288,0.0,0.0,100.0,CRITICO
SUM_015050,SED_1741,ALIM_311,99.7,0.301,0.0,-0.0006,91.7,CRITICO
SUM_008636,SED_2002,ALIM_311,99.69,0.314,0.0,-0.0003,91.7,CRITICO
SUM_018131,SED_0169,ALIM_311,99.69,0.308,0.0,0.0003,91.7,CRITICO
SUM_016900,SED_0853,ALIM_311,99.68,0.321,0.01,-0.0019,83.3,CRITICO
SUM_001695,SED_1565,ALIM_311,99.67,0.334,0.38,-0.1737,91.7,CRITICO
SUM_007992,SED_0169,ALIM_311,99.67,0.328,0.01,-0.0035,91.7,CRITICO
SUM_007082,SED_2170,ALIM_311,99.66,0.341,0.0,0.0006,91.7,CRITICO
SUM_004871,SED_2475,ALIM_311,99.65,0.354,0.0,-0.0003,91.7,CRITICO
SUM_005298,SED_1528,ALIM_311,99.65,0.348,0.01,-0.0024,91.7,CRITICO
SUM_018390,SED_2105,ALIM_311,99.64,0.361,0.0,-0.0006,91.7,CRITICO
SUM_002448,SED_2604,ALIM_311,99.63,0.375,0.0,-0.0012,91.7,CRITICO
SUM_017705,SED_0169,ALIM_311,99.63,0.368,0.0,-0.0012,91.7,CRITICO
SUM_002099,SED_2558,ALIM_311,99.62,0.381,0.0,-0.0009,91.7,CRITICO
SUM_002484,SED_2181,ALIM_311,99.61,0.395,0.42,-0.1923,91.7,CRITICO
SUM_004530,SED_2558,ALIM_311,99.61,0.388,0.0,-0.0009,91.7,CRITICO
SUM_011609,SED_2475,ALIM_311,99.6,0.401,0.01,0.0003,91.7,CRITICO
SUM_010323,SED_1594,ALIM_311,99.59,0.415,0.03,-0.0026,83.3,CRITICO
SUM_012827,SED_2154,ALIM_311,99.59,0.408,0.51,-0.2357,91.7,CRITICO
SUM_001302,SED_1565,ALIM_311,99.58,0.421,0.17,-0.0355,83.3,CRITICO
SUM_000112,SED_1871,ALIM_311,99.57,0.435,0.02,-0.0039,83.3,CRITICO
SUM_016885,SED_0212,ALIM_311,99.57,0.428,0.06,-0.0123,83.3,CRITICO
SUM_016312,SED_1830,ALIM_311,99.56,0.441,0.14,0.0291,91.7,CRITICO
SUM_007666,SED_1207,ALIM_311,99.55,0.448,0.14,-0.0524,91.7,CRITICO
SUM_016750,SED_0742,ALIM_311,99.55,0.455,0.05,-0.0216,91.7,CRITICO
SUM_008333,SED_0035,ALIM_311,99.54,0.462,0.0,0.0009,91.7,CRITICO
SUM_002595,SED_0151,ALIM_311,99.53,0.468,0.03,-0.0091,83.3,CRITICO
SUM_002710,SED_1600,ALIM_311,99.53,0.475,0.19,-0.0889,91.7,CRITICO
SUM_008122,SED_1777,ALIM_311,99.52,0.482,4.47,-4.7551,75.0,CRITICO
SUM_004930,SED_1538,ALIM_311,99.51,0.488,0.12,-0.0242,91.7,CRITICO
SUM_009588,SED_1830,ALIM_311,99.51,0.495,0.02,-0.0084,91.7,CRITICO
SUM_008118,SED_0063,ALIM_311,99.5,0.502,1.74,-3.4857,91.7,CRITICO
SUM_005770,SED_1041,ALIM_311,99.49,0.508,0.05,-0.0198,83.3,CRITICO
SUM_008981,SED_2002,ALIM_311,99.48,0.515,0.03,-0.0052,83.3,CRITICO
SUM_009471,SED_0035,ALIM_311,99.48,0.522,0.1,-0.0457,91.7,CRITICO
SUM_013673,SED_0828,ALIM_311,99.47,0.528,0.28,0.035,91.7,CRITICO
SUM_000373,SED_2475,ALIM_311,99.46,0.535,0.06,-0.0121,91.7,CRITICO
SUM_015299,SED_2558,ALIM_311,99.46,0.542,0.05,-0.0113,91.7,CRITICO
SUM_012614,SED_2738,ALIM_311,99.45,0.548,0.0,0.0008,91.7,CRITICO
SUM_008171,SED_0974,ALIM_311,99.44,0.562,3.13,-3.7313,83.3,CRITICO
SUM_011885,SED_1207,ALIM_311,99.44,0.555,0.03,-0.01,83.3,CRITICO
SUM_004024,SED_2181,ALIM_311,99.43,0.569,0.42,-0.1923,91.7,CRITICO
SUM_005329,SED_0169,ALIM_311,99.42,0.582,0.12,-0.0571,91.7,CRITICO
SUM_005946,SED_1942,ALIM_311,99.42,0.575,0.39,-0.1158,91.7,CRITICO
SUM_011734,SED_0063,ALIM_311,99.41,0.589,0.12,0.0153,83.3,CRITICO
SUM_000353,SED_0035,ALIM_311,99.4,0.602,0.42,-0.1598,91.7,CRITICO
SUM_013220,SED_2170,ALIM_311,99.4,0.595,0.12,-0.0254,91.7,CRITICO
SUM_002995,SED_0212,ALIM_311,99.39,0.609,0.86,0.1801,91.7,CRITICO
SUM_007744,SED_2362,ALIM_311,99.38,0.622,0.11,0.0224,83.3,CRITICO
SUM_009679,SED_2295,ALIM_311,99.38,0.615,0.39,0.1142,75.0,CRITICO
SUM_013612,SED_0063,ALIM_311,99.37,0.629,0.08,-0.0032,91.7,CRITICO
SUM_017567,SED_2295,ALIM_311,99.36,0.635,1.35,0.3971,75.0,CRITICO
SUM_017696,SED_0539,ALIM_311,99.36,0.642,1.67,-2.5,91.7,CRITICO
SUM_019702,SED_0515,ALIM_311,99.35,0.649,0.16,-0.0757,91.7,CRITICO
SUM_000596,SED_0515,ALIM_311,99.34,0.662,0.26,-0.119,91.7,CRITICO
SUM_018541,SED_1216,ALIM_311,99.34,0.655,0.71,0.3256,83.3,CRITICO
SUM_009353,SED_0151,ALIM_311,99.33,0.669,0.07,0.0268,75.0,CRITICO
SUM_008593,SED_0063,ALIM_311,99.32,0.676,1.67,-2.5,91.7,CRITICO
SUM_011186,SED_1777,ALIM_311,99.32,0.682,0.02,-0.0069,83.3,CRITICO
SUM_009460,SED_2475,ALIM_311,99.31,0.689,0.06,0.0241,83.3,CRITICO
SUM_002934,SED_2181,ALIM_311,99.3,0.702,0.04,0.0164,83.3,CRITICO
SUM_014470,SED_1693,ALIM_311,99.3,0.696,0.14,0.0581,83.3,CRITICO
SUM_002388,SED_1019,ALIM_311,99.29,0.709,0.22,-0.0092,91.7,CRITICO
SUM_005365,SED_2181,ALIM_311,99.28,0.716,0.26,-0.0979,83.3,CRITICO
SUM_014821,SED_2002,ALIM_311,99.28,0.722,0.26,0.0964,91.7,CRITICO
SUM_014793,SED_2789,ALIM_311,99.27,0.729,0.45,0.0779,66.7,CRITICO
SUM_005302,SED_2105,ALIM_311,99.26,0.736,0.19,-0.0864,83.3,CRITICO
SUM_009425,SED_2185,ALIM_311,99.26,0.742,0.1,-0.0481,91.7,CRITICO
SUM_004936,SED_1361,ALIM_311,99.25,0.749,0.16,0.0209,75.0,CRITICO
SUM_011033,SED_2475,ALIM_311,99.24,0.756,0.98,0.451,83.3,CRITICO
SUM_011672,SED_0035,ALIM_311,99.24,0.762,0.8,0.101,83.3,CRITICO
SUM_007099,SED_1538,ALIM_311,99.23,0.769,0.17,0.0784,83.3,CRITICO
SUM_007283,SED_2738,ALIM_311,99.22,0.776,0.04,0.0159,83.3,CRITICO
SUM_007836,SED_1538,ALIM_311,99.22,0.783,0.05,-0.0216,91.7,CRITICO
SUM_013763,SED_2295,ALIM_311,99.21,0.789,0.11,0.051,83.3,CRITICO
SUM_001095,SED_0742,ALIM_311,99.2,0.796,1.79,-2.3218,83.3,CRITICO
SUM_003644,SED_2642,ALIM_311,99.2,0.803,1.1,-0.1382,91.7,CRITICO
SUM_005622,SED_2185,ALIM_311,99.19,0.809,0.17,0.0769,91.7,CRITICO
SUM_002441,SED_1497,ALIM_311,99.18,0.823,2.76,-0.0596,0.0,CRITICO
SUM_004088,SED_1482,ALIM_311,99.18,0.816,0.02,0.0056,83.3,CRITICO
SUM_005401,SED_1206,ALIM_311,99.17,0.829,0.0,0.0006,91.7,CRITICO
SUM_013691,SED_2170,ALIM_311,99.16,0.836,0.04,0.0082,91.7,CRITICO
SUM_016049,SED_0837,ALIM_311,99.16,0.843,0.83,-0.7143,91.7,CRITICO
SUM_008698,SED_1199,ALIM_311,99.15,0.849,3.16,-2.0999,66.7,CRITICO
SUM_009163,SED_0061,ALIM_311,99.14,0.856,0.07,-0.0325,91.7,CRITICO
SUM_009268,SED_1137,ALIM_311,99.14,0.863,0.13,0.0615,91.7,CRITICO
SUM_003396,SED_2661,ALIM_311,99.13,0.87,0.04,-0.0017,91.7,CRITICO
SUM_003983,SED_0837,ALIM_311,99.12,0.883,0.07,-0.0271,91.7,CRITICO
SUM_007851,SED_1538,ALIM_311,99.12,0.876,87.16,-17.5748,25.0,CRITICO
SUM_015221,SED_2743,ALIM_311,99.11,0.89,0.25,-0.0477,75.0,CRITICO
SUM_009870,SED_0974,ALIM_311,99.1,0.903,0.42,0.1937,91.7,CRITICO
SUM_017826,SED_2074,ALIM_311,99.1,0.896,0.45,0.1323,91.7,CRITICO
SUM_007095,SED_1741,ALIM_311,99.09,0.91,0.83,-0.7143,91.7,CRITICO
SUM_002929,SED_1538,ALIM_311,99.08,0.923,0.06,-0.0288,91.7,CRITICO
SUM_018800,SED_0212,ALIM_311,99.08,0.916,0.04,-0.0047,91.7,CRITICO
SUM_012786,SED_1314,ALIM_311,99.07,0.93,0.01,-0.0019,91.7,CRITICO
SUM_006550,SED_1538,ALIM_311,99.06,0.943,0.03,0.0042,91.7,CRITICO
SUM_018412,SED_2185,ALIM_311,99.06,0.936,0.1,-0.0083,75.0,CRITICO
SUM_006277,SED_0063,ALIM_311,99.05,0.95,1.0,-1.0,91.7,CRITICO
SUM_015295,SED_2295,ALIM_311,99.04,0.956,1.2,0.362,75.0,CRITICO
SUM_015350,SED_0450,ALIM_311,99.04,0.963,29.84,,91.7,CRITICO
SUM_016764,SED_0938,ALIM_311,99.03,0.97,0.19,-0.0345,83.3,CRITICO
SUM_001939,SED_2470,ALIM_311,99.02,0.983,0.01,-0.0048,91.7,CRITICO
SUM_010763,SED_0742,ALIM_311,99.02,0.977,4.82,0.0147,8.3,CRITICO
SUM_005541,SED_1693,ALIM_311,99.01,0.99,0.01,-0.0048,91.7,CRITICO
SUM_008525,SED_2789,ALIM_311,99.0,1.003,0.52,0.2311,66.7,ALTO
SUM_011868,SED_1600,ALIM_311,99.0,0.997,0.02,0.0095,91.7,CRITICO
SUM_015635,SED_2074,ALIM_311,98.99,1.01,0.06,-0.0166,91.7,ALTO
SUM_009831,SED_2154,ALIM_311,98.98,1.023,0.02,-0.0094,91.7,ALTO
SUM_012198,SED_2315,ALIM_311,98.98,1.017,0.05,-0.024,91.7,ALTO
SUM_019737,SED_1528,ALIM_311,98.97,1.03,0.02,-0.0094,91.7,ALTO
SUM_016815,SED_2181,ALIM_311,98.96,1.043,0.01,-0.0042,91.7,ALTO
SUM_017437,SED_2295,ALIM_311,98.96,1.037,1.96,-1.0993,66.7,ALTO
SUM_001415,SED_0515,ALIM_311,98.95,1.05,0.03,-0.0034,91.7,ALTO
SUM_004782,SED_2185,ALIM_311,98.94,1.063,0.01,0.0014,91.7,ALTO
SUM_016238,SED_0974,ALIM_311,98.94,1.057,4.82,0.1698,16.7,ALTO
SUM_000009,SED_1822,ALIM_311,98.93,1.07,0.02,-0.0108,91.7,ALTO
SUM_000139,SED_2185,ALIM_311,98.92,1.077,0.01,-0.0026,91.7,ALTO
SUM_014605,SED_2407,ALIM_311,98.92,1.084,0.01,-0.0036,91.7,ALTO
SUM_002790,SED_1538,ALIM_311,98.91,1.09,0.01,-0.0036,91.7,ALTO
SUM_003630,SED_0515,ALIM_311,98.9,1.097,0.03,-0.012,91.7,ALTO
SUM_016199,SED_1538,ALIM_311,98.9,1.104,0.03,-0.012,91.7,ALTO
SUM_017233,SED_0035,ALIM_311,98.89,1.11,0.01,-0.0031,91.7,ALTO
SUM_001967,SED_2743,ALIM_311,98.88,1.117,0.01,-0.0031,91.7,ALTO
SUM_002076,SED_1693,ALIM_311,98.88,1.124,0.01,-0.0031,91.7,ALTO
SUM_009063,SED_2181,ALIM_311,98.87,1.13,0.01,-0.003,91.7,ALTO
SUM_002218,SED_2362,ALIM_311,98.86,1.137,1.86,-0.0415,0.0,ALTO
SUM_017530,SED_0515,ALIM_311,98.86,1.144,0.02,-0.0114,91.7,ALTO
SUM_012530,SED_2789,ALIM_311,98.85,1.15,1.3,-0.6021,91.7,ALTO
SUM_002046,SED_2329,ALIM_311,98.84,1.157,1.8,,91.7,ALTO
SUM_017515,SED_0169,ALIM_311,98.84,1.164,11.86,-8.8398,75.0,ALTO
SUM_012234,SED_1482,ALIM_311,98.83,1.17,0.02,-0.0084,91.7,ALTO
SUM_010837,SED_0063,ALIM_311,98.82,1.184,1.37,-0.9907,58.3,ALTO
SUM_019127,SED_0098,ALIM_311,98.82,1.177,0.01,-0.0003,91.7,ALTO
SUM_002456,SED_1009,ALIM_311,98.81,1.191,1.22,-0.9158,58.3,ALTO
SUM_013834,SED_2105,ALIM_311,98.8,1.197,0.71,-0.5357,91.7,ALTO
SUM_019770,SED_1159,ALIM_311,98.8,1.204,0.01,-0.003,91.7,ALTO
SUM_015600,SED_2105,ALIM_311,98.79,1.211,0.71,-0.5357,91.7,ALTO
SUM_002460,SED_2074,ALIM_311,98.78,1.224,0.01,-0.0003,91.7,ALTO
SUM_011729,SED_0515,ALIM_311,98.78,1.217,0.02,-0.0009,91.7,ALTO
SUM_001921,SED_0061,ALIM_311,98.77,1.231,0.02,-0.0061,91.7,ALTO
SUM_006965,SED_2735,ALIM_311,98.76,1.244,1.3,0.0115,8.3,ALTO
SUM_013546,SED_0063,ALIM_311,98.76,1.237,0.02,-0.007,91.7,ALTO
SUM_009599,SED_0853,ALIM_311,98.75,1.251,0.84,-0.229,41.7,ALTO
SUM_012212,SED_2470,ALIM_311,98.74,1.257,0.04,-0.0192,91.7,ALTO
SUM_012933,SED_2329,ALIM_311,98.74,1.264,0.53,0.0181,0.0,ALTO
SUM_015250,SED_0501,ALIM_311,98.73,1.271,8.99,0.0267,0.0,ALTO
SUM_000715,SED_2743,ALIM_311,98.72,1.278,0.02,-0.0096,91.7,ALTO
SUM_013683,SED_0524,ALIM_311,98.72,1.284,3.3,-0.2121,8.3,ALTO
SUM_007122,SED_2558,ALIM_311,98.71,1.291,0.71,-0.5357,91.7,ALTO
SUM_004609,SED_1482,ALIM_311,98.7,1.304,0.01,-0.0024,91.7,ALTO
SUM_011053,SED_2170,ALIM_311,98.7,1.298,0.92,0.4184,58.3,ALTO
SUM_008738,SED_2475,ALIM_311,98.69,1.311,0.01,-0.0024,91.7,ALTO
SUM_002514,SED_0212,ALIM_311,98.68,1.324,0.02,0.002,91.7,ALTO
SUM_006841,SED_2556,ALIM_311,98.68,1.318,2.17,-0.1365,16.7,ALTO
SUM_003006,SED_2195,ALIM_311,98.67,1.331,0.71,0.2042,58.3,ALTO
SUM_010744,SED_0515,ALIM_311,98.66,1.338,0.01,-0.0002,91.7,ALTO
SUM_015746,SED_1741,ALIM_311,98.66,1.344,0.01,-0.0002,91.7,ALTO
SUM_005162,SED_0938,ALIM_311,98.65,1.351,10.17,-0.0524,0.0,ALTO
SUM_006072,SED_0450,ALIM_311,98.64,1.358,1.8,-0.2122,16.7,ALTO
SUM_019729,SED_2743,ALIM_311,98.64,1.364,0.01,-0.0017,91.7,ALTO
SUM_014915,SED_1741,ALIM_311,98.63,1.371,0.01,0.0007,91.7,ALTO
SUM_014070,SED_0515,ALIM_311,98.62,1.378,0.02,0.0007,91.7,ALTO
SUM_017280,SED_0742,ALIM_311,98.62,1.385,1.24,-0.0106,0.0,ALTO
SUM_002383,SED_1565,ALIM_311,98.61,1.391,0.02,-0.0061,91.7,ALTO
SUM_008890,SED_1523,ALIM_311,98.6,1.405,2.85,5.7,91.7,ALTO
SUM_017935,SED_2642,ALIM_311,98.6,1.398,0.03,-0.0014,91.7,ALTO
SUM_014250,SED_0061,ALIM_311,98.59,1.411,0.02,0.002,91.7,ALTO
SUM_004435,SED_1523,ALIM_311,98.58,1.418,3.08,6.1667,91.7,ALTO
SUM_018457,SED_1830,ALIM_311,98.58,1.425,5.32,0.5687,83.3,ALTO
SUM_014228,SED_1361,ALIM_311,98.57,1.431,0.18,-0.0789,75.0,ALTO
SUM_001225,SED_2262,ALIM_311,98.56,1.438,0.0,0.0013,91.7,ALTO
SUM_013592,SED_1019,ALIM_311,98.56,1.445,0.03,-0.0093,83.3,ALTO
SUM_009447,SED_2185,ALIM_311,98.55,1.451,0.1,0.036,83.3,ALTO
SUM_000829,SED_2170,ALIM_311,98.54,1.465,0.41,0.1198,41.7,ALTO
SUM_019100,SED_0933,ALIM_311,98.54,1.458,3.1,-0.0118,0.0,ALTO
SUM_009004,SED_1538,ALIM_311,98.53,1.471,0.02,0.0021,91.7,ALTO
SUM_002029,SED_0362,ALIM_311,98.52,1.478,0.55,-0.1713,33.3,ALTO
SUM_005627,SED_0098,ALIM_311,98.52,1.485,6.83,-0.5494,16.7,ALTO
SUM_004414,SED_0498,ALIM_311,98.51,1.492,0.32,-0.0092,0.0,ALTO
SUM_010177,SED_2470,ALIM_311,98.5,1.498,0.62,-0.4167,91.7,ALTO
SUM_014943,SED_2556,ALIM_311,98.5,1.505,0.01,-0.0007,91.7,ALTO
SUM_017101,SED_0515,ALIM_311,98.49,1.512,0.0,0.0008,91.7,ALTO
SUM_003111,SED_0524,ALIM_311,98.48,1.518,0.0,0.0008,91.7,ALTO
SUM_010947,SED_2743,ALIM_311,98.48,1.525,0.0,0.0008,91.7,ALTO
SUM_005364,SED_2181,ALIM_311,98.47,1.532,0.0,0.0008,91.7,ALTO
SUM_014458,SED_0044,ALIM_311,98.46,1.538,0.0,0.0013,91.7,ALTO
SUM_002328,SED_0212,ALIM_311,98.45,1.552,0.0,0.0013,91.7,ALTO
SUM_014864,SED_2661,ALIM_311,98.45,1.545,0.0,0.0013,91.7,ALTO
SUM_014852,SED_0450,ALIM_311,98.44,1.558,0.0,0.0013,91.7,ALTO
SUM_002226,SED_2413,ALIM_311,98.43,1.572,0.0,0.001,91.7,ALTO
SUM_005348,SED_1822,ALIM_311,98.43,1.565,0.0,0.0013,91.7,ALTO
SUM_000847,SED_1498,ALIM_311,98.42,1.578,0.0,0.001,91.7,ALTO
SUM_008100,SED_1594,ALIM_311,98.41,1.592,0.01,0.0025,91.7,ALTO
SUM_014133,SED_1498,ALIM_311,98.41,1.585,0.0,0.001,91.7,ALTO
SUM_009865,SED_2074,ALIM_311,98.4,1.599,0.01,0.002,91.7,ALTO
SUM_011601,SED_0229,ALIM_311,98.39,1.605,2.14,-0.0571,0.0,ALTO
SUM_015335,SED_2363,ALIM_311,98.39,1.612,28.98,7.0549,66.7,ALTO
SUM_011925,SED_0524,ALIM_311,98.38,1.619,0.03,-0.0087,91.7,ALTO
SUM_009468,SED_0035,ALIM_311,98.37,1.632,0.04,0.0107,91.7,ALTO
SUM_015830,SED_0498,ALIM_311,98.37,1.625,0.02,-0.0024,91.7,ALTO
SUM_013513,SED_2105,ALIM_311,98.36,1.639,0.03,0.0092,91.7,ALTO
SUM_001159,SED_0035,ALIM_311,98.35,1.652,0.03,0.0084,91.7,ALTO
SUM_006075,SED_0061,ALIM_311,98.35,1.645,0.03,0.0128,91.7,ALTO
SUM_001771,SED_1207,ALIM_311,98.34,1.659,0.03,0.0084,91.7,ALTO
SUM_005514,SED_0212,ALIM_311,98.33,1.665,0.02,0.0103,91.7,ALTO
SUM_013137,SED_0501,ALIM_311,98.33,1.672,3.2,-0.0072,0.0,ALTO
SUM_019414,SED_1041,ALIM_311,98.32,1.679,4.26,4.6228,75.0,ALTO
SUM_002345,SED_0752,ALIM_311,98.31,1.692,0.01,-0.006,91.7,ALTO
SUM_011441,SED_1498,ALIM_311,98.31,1.686,0.01,-0.006,91.7,ALTO
SUM_004616,SED_2475,ALIM_311,98.3,1.699,0.0,-0.0001,91.7,ALTO
SUM_004191,SED_2661,ALIM_311,98.29,1.712,0.73,-0.5314,75.0,ALTO
SUM_016610,SED_0044,ALIM_311,98.29,1.706,208.66,10.404,0.0,ALTO
SUM_018524,SED_1216,ALIM_311,98.28,1.719,0.03,-0.0012,91.7,ALTO
SUM_000696,SED_0742,ALIM_311,98.27,1.726,3.16,-0.0253,0.0,ALTO
SUM_016468,SED_1216,ALIM_311,98.27,1.732,0.13,0.0596,83.3,ALTO
SUM_008824,SED_2096,ALIM_311,98.26,1.739,0.04,0.013,91.7,ALTO
SUM_007489,SED_1538,ALIM_311,98.25,1.746,0.03,-0.012,91.7,ALTO
SUM_018488,SED_2735,ALIM_311,98.25,1.752,0.03,-0.012,91.7,ALTO
SUM_016339,SED_2661,ALIM_311,98.24,1.759,68.58,-6.0992,33.3,ALTO
SUM_006093,SED_2315,ALIM_311,98.23,1.772,1.74,0.1722,83.3,ALTO
SUM_013917,SED_1871,ALIM_311,98.23,1.766,7.91,0.019,0.0,ALTO
SUM_009879,SED_1942,ALIM_311,98.22,1.779,0.0,0.0,100.0,ALTO
SUM_000427,SED_1871,ALIM_311,98.21,1.793,3.76,-0.0643,0.0,ALTO
SUM_000973,SED_1830,ALIM_311,98.21,1.786,6.02,-0.1478,0.0,ALTO
SUM_011741,SED_0035,ALIM_311,98.2,1.799,33.25,-6.8101,25.0,ALTO
SUM_006762,SED_0933,ALIM_311,98.19,1.806,0.03,-0.0058,91.7,ALTO
SUM_007621,SED_2002,ALIM_311,98.19,1.813,1.64,-0.7393,83.3,ALTO
SUM_016737,SED_2738,ALIM_311,98.18,1.819,0.01,-0.0017,91.7,ALTO
SUM_005050,SED_0938,ALIM_311,98.17,1.833,176.32,-2.3357,0.0,ALTO
SUM_006291,SED_0933,ALIM_311,98.17,1.826,0.56,0.0006,0.0,ALTO
SUM_005469,SED_1523,ALIM_311,98.16,1.839,152.52,-8.7527,0.0,ALTO
SUM_003242,SED_0933,ALIM_311,98.15,1.853,3.82,-0.0218,0.0,ALTO
SUM_015554,SED_0450,ALIM_311,98.15,1.846,0.06,0.0244,91.7,ALTO
SUM_011435,SED_0362,ALIM_311,98.14,1.859,0.02,-0.002,91.7,ALTO
SUM_003033,SED_0151,ALIM_311,98.13,1.866,1.52,-0.2077,58.3,ALTO
SUM_010729,SED_2002,ALIM_311,98.13,1.873,0.02,0.0039,91.7,ALTO
SUM_002332,SED_0670,ALIM_311,98.12,1.879,0.01,-0.0005,83.3,ALTO
SUM_006129,SED_1270,ALIM_311,98.11,1.886,16.97,0.1366,33.3,ALTO
SUM_013161,SED_2170,ALIM_311,98.11,1.893,2.47,-0.0154,0.0,ALTO
SUM_018121,SED_1741,ALIM_311,98.1,1.9,24.7,2.4795,8.3,ALTO
SUM_016948,SED_0552,ALIM_311,98.09,1.906,0.09,0.042,91.7,ALTO
SUM_019587,SED_0090,ALIM_311,98.09,1.913,19.38,8.7224,75.0,ALTO
SUM_001646,SED_2262,ALIM_311,98.08,1.92,1.05,-0.0246,0.0,ALTO
SUM_010227,SED_2002,ALIM_311,98.07,1.933,26.0,7.4487,75.0,ALTO
SUM_011365,SED_0933,ALIM_311,98.07,1.926,0.46,-0.1952,83.3,ALTO
SUM_013426,SED_1886,ALIM_311,98.06,1.94,0.02,-0.007,91.7,ALTO
SUM_009244,SED_0044,ALIM_311,98.05,1.946,0.01,-0.0044,91.7,ALTO
SUM_018118,SED_0515,ALIM_311,98.05,1.953,14.64,10.3174,75.0,ALTO
SUM_013604,SED_1693,ALIM_311,98.04,1.96,0.0,-0.0001,91.7,ALTO
SUM_005513,SED_2661,ALIM_311,98.03,1.966,1.32,-0.0299,8.3,ALTO
SUM_011819,SED_2329,ALIM_311,98.03,1.973,2.57,3.85,91.7,ALTO
SUM_007933,SED_0933,ALIM_311,98.02,1.98,7.2,-0.0493,0.0,ALTO
SUM_003161,SED_1886,ALIM_311,98.01,1.986,1.53,0.0568,0.0,ALTO
SUM_006752,SED_2738,ALIM_311,98.01,1.993,2.79,-0.6422,66.7,ALTO
